Name,Href,player_headshot
Cory Abbott,/player/cory-abbott-676265,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/676265/headshot/67/current"
CJ Abrams,/player/cj-abrams-682928,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/682928/headshot/67/current"
Albert Abreu,/player/albert-abreu-656061,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/656061/headshot/67/current"
Bryan Abreu,/player/bryan-abreu-650556,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/650556/headshot/67/current"
José Abreu,/player/jose-abreu-547989,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/547989/headshot/67/current"
Domingo Acevedo,/player/domingo-acevedo-642758,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/642758/headshot/67/current"
Ronald Acuña Jr.,/player/ronald-acuna-jr-660670,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/660670/headshot/67/current"
Jason Adam,/player/jason-adam-592094,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/592094/headshot/67/current"
Willy Adames,/player/willy-adames-642715,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/642715/headshot/67/current"
Austin Adams,/player/austin-adams-613534,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/613534/headshot/67/current"
Riley Adams,/player/riley-adams-656180,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/656180/headshot/67/current"
Jo Adell,/player/jo-adell-666176,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/666176/headshot/67/current"
Joan Adon,/player/joan-adon-672851,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/672851/headshot/67/current"
Ehire Adrianza,/player/ehire-adrianza-501303,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/501303/headshot/67/current"
Jesús Aguilar,/player/jesus-aguilar-542583,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/542583/headshot/67/current"
Ryan Aguilar,/player/ryan-aguilar-666922,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/666922/headshot/67/current"
Nick Ahmed,/player/nick-ahmed-605113,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/605113/headshot/67/current"
Keegan Akin,/player/keegan-akin-669211,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/669211/headshot/67/current"
Hanser Alberto,/player/hanser-alberto-593643,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/593643/headshot/67/current"
Ozzie Albies,/player/ozzie-albies-645277,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/645277/headshot/67/current"
Jorge Alcala,/player/jorge-alcala-660896,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/660896/headshot/67/current"
Sandy Alcantara,/player/sandy-alcantara-645261,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/645261/headshot/67/current"
Sergio Alcántara,/player/sergio-alcantara-642727,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/642727/headshot/67/current"
Jason Alexander,/player/jason-alexander-669920,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/669920/headshot/67/current"
Scott Alexander,/player/scott-alexander-518397,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/518397/headshot/67/current"
Tyler Alexander,/player/tyler-alexander-641302,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/641302/headshot/67/current"
A.J. Alexy,/player/a-j-alexy-669935,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/669935/headshot/67/current"
Jorge Alfaro,/player/jorge-alfaro-595751,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/595751/headshot/67/current"
Anthony Alford,/player/anthony-alford-546990,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/546990/headshot/67/current"
Kolby Allard,/player/kolby-allard-663465,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/663465/headshot/67/current"
Cam Alldred,/player/cam-alldred-682027,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/682027/headshot/67/current"
Austin Allen,/player/austin-allen-664119,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/664119/headshot/67/current"
Greg Allen,/player/greg-allen-656185,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/656185/headshot/67/current"
Logan Allen,/player/logan-allen-663531,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/663531/headshot/67/current"
Nick Allen,/player/nick-allen-669397,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/669397/headshot/67/current"
Abraham Almonte,/player/abraham-almonte-501659,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/501659/headshot/67/current"
Yency Almonte,/player/yency-almonte-622075,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/622075/headshot/67/current"
Albert Almora Jr.,/player/albert-almora-jr-546991,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/546991/headshot/67/current"
Pete Alonso,/player/pete-alonso-624413,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/624413/headshot/67/current"
Jose Altuve,/player/jose-altuve-514888,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/514888/headshot/67/current"
José Alvarado,/player/jose-alvarado-621237,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/621237/headshot/67/current"
Eddy Alvarez,/player/eddy-alvarez-657193,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/657193/headshot/67/current"
Francisco Álvarez,/player/francisco-alvarez-682626,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/682626/headshot/67/current"
Jose Alvarez,/player/jose-alvarez-501625,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/501625/headshot/67/current"
R.J. Alvarez,/player/r-j-alvarez-571439,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/571439/headshot/67/current"
Yordan Alvarez,/player/yordan-alvarez-670541,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/670541/headshot/67/current"
Adbert Alzolay,/player/adbert-alzolay-640470,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/640470/headshot/67/current"
Brian Anderson,/player/brian-anderson-605119,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/605119/headshot/67/current"
Ian Anderson,/player/ian-anderson-666120,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/666120/headshot/67/current"
Chase Anderson,/player/chase-anderson-502624,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/502624/headshot/67/current"
Shaun Anderson,/player/shaun-anderson-641312,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/641312/headshot/67/current"
Tim Anderson,/player/tim-anderson-641313,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/641313/headshot/67/current"
Tyler Anderson,/player/tyler-anderson-542881,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/542881/headshot/67/current"
Elvis Andrus,/player/elvis-andrus-462101,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/462101/headshot/67/current"
Miguel Andujar,/player/miguel-andujar-609280,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/609280/headshot/67/current"
Mark Appel,/player/mark-appel-571446,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/571446/headshot/67/current"
Aristides Aquino,/player/aristides-aquino-606157,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/606157/headshot/67/current"
Jonathan Aranda,/player/jonathan-aranda-666018,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/666018/headshot/67/current"
Víctor Arano,/player/victor-arano-644364,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/644364/headshot/67/current"
Jonathan Araúz,/player/jonathan-arauz-660620,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/660620/headshot/67/current"
Chris Archer,/player/chris-archer-502042,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/502042/headshot/67/current"
Orlando Arcia,/player/orlando-arcia-606115,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/606115/headshot/67/current"
Nolan Arenado,/player/nolan-arenado-571448,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/571448/headshot/67/current"
Gabriel Arias,/player/gabriel-arias-672356,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/672356/headshot/67/current"
Kohei Arihara,/player/kohei-arihara-685503,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/685503/headshot/67/current"
Shawn Armstrong,/player/shawn-armstrong-542888,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/542888/headshot/67/current"
Randy Arozarena,/player/randy-arozarena-668227,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/668227/headshot/67/current"
Luis Arraez,/player/luis-arraez-650333,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/650333/headshot/67/current"
Christian Arroyo,/player/christian-arroyo-624414,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/624414/headshot/67/current"
Aaron Ashby,/player/aaron-ashby-676879,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/676879/headshot/67/current"
Graham Ashcraft,/player/graham-ashcraft-668933,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/668933/headshot/67/current"
Javier Assad,/player/javier-assad-665871,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/665871/headshot/67/current"
Willians Astudillo,/player/willians-astudillo-553902,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/553902/headshot/67/current"
Pedro Avila,/player/pedro-avila-658648,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/658648/headshot/67/current"
José Azocar,/player/jose-azocar-640492,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/640492/headshot/67/current"
Akil Baddoo,/player/akil-baddoo-668731,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/668731/headshot/67/current"
Harrison Bader,/player/harrison-bader-664056,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/664056/headshot/67/current"
Ji Hwan Bae,/player/ji-hwan-bae-678225,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/678225/headshot/67/current"
Javier Báez,/player/javier-baez-595879,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/595879/headshot/67/current"
Michel Baez,/player/michel-baez-673258,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/673258/headshot/67/current"
Pedro Báez,/player/pedro-baez-520980,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/520980/headshot/67/current"
Bryan Baker,/player/bryan-baker-641329,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/641329/headshot/67/current"
Anthony Banda,/player/anthony-banda-607455,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/607455/headshot/67/current"
Tanner Banks,/player/tanner-banks-621383,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/621383/headshot/67/current"
Rylan Bannon,/player/rylan-bannon-676625,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/676625/headshot/67/current"
Manny Bañuelos,/player/manny-banuelos-544365,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/544365/headshot/67/current"
Daniel Bard,/player/daniel-bard-453268,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/453268/headshot/67/current"
Luke Bard,/player/luke-bard-572703,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/572703/headshot/67/current"
Luke Barker,/player/luke-barker-673316,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/673316/headshot/67/current"
Joe Barlow,/player/joe-barlow-669618,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/669618/headshot/67/current"
Scott Barlow,/player/scott-barlow-605130,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/605130/headshot/67/current"
Austin Barnes,/player/austin-barnes-605131,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/605131/headshot/67/current"
Jacob Barnes,/player/jacob-barnes-606930,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/606930/headshot/67/current"
Matt Barnes,/player/matt-barnes-598264,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/598264/headshot/67/current"
Tucker Barnhart,/player/tucker-barnhart-571466,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/571466/headshot/67/current"
Kyle Barraclough,/player/kyle-barraclough-607457,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/607457/headshot/67/current"
Tres Barrera,/player/tres-barrera-668663,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/668663/headshot/67/current"
Luis Barrera,/player/luis-barrera-642456,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/642456/headshot/67/current"
Jose Barrero,/player/jose-barrero-676480,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/676480/headshot/67/current"
Jaime Barría,/player/jaime-barria-642545,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/642545/headshot/67/current"
Joey Bart,/player/joey-bart-663698,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/663698/headshot/67/current"
Anthony Bass,/player/anthony-bass-542914,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/542914/headshot/67/current"
Chris Bassitt,/player/chris-bassitt-605135,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/605135/headshot/67/current"
Matthew Batten,/player/matthew-batten-676946,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/676946/headshot/67/current"
Brett Baty,/player/brett-baty-683146,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/683146/headshot/67/current"
Mike Baumann,/player/mike-baumann-657508,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/657508/headshot/67/current"
Félix Bautista,/player/felix-bautista-642585,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/642585/headshot/67/current"
Shane Baz,/player/shane-baz-669358,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/669358/headshot/67/current"
Eduard Bazardo,/player/eduard-bazardo-660825,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/660825/headshot/67/current"
Jeremy Beasley,/player/jeremy-beasley-676886,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/676886/headshot/67/current"
Matt Beaty,/player/matt-beaty-607461,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/607461/headshot/67/current"
Tim Beckham,/player/tim-beckham-542921,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/542921/headshot/67/current"
David Bednar,/player/david-bednar-670280,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/670280/headshot/67/current"
Tyler Beede,/player/tyler-beede-595881,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/595881/headshot/67/current"
Jalen Beeks,/player/jalen-beeks-656222,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/656222/headshot/67/current"
Seth Beer,/player/seth-beer-666179,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/666179/headshot/67/current"
Josh Bell,/player/josh-bell-605137,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/605137/headshot/67/current"
Andrew Bellatti,/player/andrew-bellatti-571479,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/571479/headshot/67/current"
Cody Bellinger,/player/cody-bellinger-641355,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/641355/headshot/67/current"
Brayan Bello,/player/brayan-bello-678394,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/678394/headshot/67/current"
Brandon Belt,/player/brandon-belt-474832,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/474832/headshot/67/current"
Anthony Bemboom,/player/anthony-bemboom-621532,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/621532/headshot/67/current"
Anthony Bender,/player/anthony-bender-669622,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/669622/headshot/67/current"
Andrew Benintendi,/player/andrew-benintendi-643217,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/643217/headshot/67/current"
Will Benson,/player/will-benson-666181,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/666181/headshot/67/current"
Wynton Bernard,/player/wynton-bernard-592144,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/592144/headshot/67/current"
Brennan Bernardino,/player/brennan-bernardino-657514,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/657514/headshot/67/current"
José Berríos,/player/jose-berrios-621244,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/621244/headshot/67/current"
Jon Berti,/player/jon-berti-542932,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/542932/headshot/67/current"
Christian Bethancourt,/player/christian-bethancourt-542194,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/542194/headshot/67/current"
Mookie Betts,/player/mookie-betts-605141,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/605141/headshot/67/current"
Bo Bichette,/player/bo-bichette-666182,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/666182/headshot/67/current"
Phil Bickford,/player/phil-bickford-641360,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/641360/headshot/67/current"
Shane Bieber,/player/shane-bieber-669456,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/669456/headshot/67/current"
Brandon Bielak,/player/brandon-bielak-656232,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/656232/headshot/67/current"
Cavan Biggio,/player/cavan-biggio-624415,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/624415/headshot/67/current"
Jake Bird,/player/jake-bird-656234,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/656234/headshot/67/current"
Ty Blach,/player/ty-blach-621389,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/621389/headshot/67/current"
Paul Blackburn,/player/paul-blackburn-621112,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/621112/headshot/67/current"
Charlie Blackmon,/player/charlie-blackmon-453568,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/453568/headshot/67/current"
Dairon Blanco,/player/dairon-blanco-680118,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/680118/headshot/67/current"
Ronel Blanco,/player/ronel-blanco-669854,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/669854/headshot/67/current"
Travis Blankenhorn,/player/travis-blankenhorn-663905,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/663905/headshot/67/current"
JJ Bleday,/player/jj-bleday-668709,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/668709/headshot/67/current"
Richard Bleier,/player/richard-bleier-542947,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/542947/headshot/67/current"
Xander Bogaerts,/player/xander-bogaerts-593428,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/593428/headshot/67/current"
Alec Bohm,/player/alec-bohm-664761,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/664761/headshot/67/current"
Ronald Bolaños,/player/ronald-bolanos-671790,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/671790/headshot/67/current"
Skye Bolt,/player/skye-bolt-621450,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/621450/headshot/67/current"
Ryan Borucki,/player/ryan-borucki-621366,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:67:current.png/w_213,q_auto:best/v1/people/621366/headshot/67/current"
